0,4.266
1,3.571
2,3.154
3,2.772
4,2.5
5,2.566
6,3.015
7,4.54
8,7.181
9,8.921
10,10.648
11,10.716
12,10.648
13,9.787
14,9.988
15,10.127
16,10.161
17,9.745
18,9.638
19,9.22
20,8.744
21,8.223
22,6.595
23,5.168
