0,0.555
1,0.416
2,0.347
3,0.312
4,0.278
5,0.277
6,0.415
7,0.624
8,1.006
9,1.18
10,1.421
11,1.353
12,1.387
13,1.353
14,1.525
15,1.353
16,1.353
17,1.318
18,1.317
19,1.213
20,1.18
21,1.007
22,0.798
23,0.694
