0,4.223
1,3.535
2,3.122
3,2.744
4,2.525
5,2.540
6,2.985
7,4.554
8,7.07285
9,8.787
10,10.435
11,10.502
12,10.435
13,9.591
14,9.788
15,9.924
16,9.958
17,9.550
18,9.445
19,9.036
20,8.569
21,8.100
22,6.496
23,5.116
