0,2.532
1,2.011
2,1.733
3,1.489
4,1.217
5,1.317
6,1.594
7,2.495
8,4.059
9,4.963
10,5.863
11,6.104
12,6.104
13,5.932
14,5.723
15,5.723
16,5.791
17,5.585
18,5.721
19,5.58
20,5.275
21,4.927
22,3.922
23,3.017
