0,0.312
1,0.243
2,0.173
3,0.173
4,0.173
5,0.139
6,0.277
7,0.347
8,0.59
9,0.694
10,0.763
11,0.728
12,0.728
13,0.763
14,0.798
15,0.694
16,0.694
17,0.659
18,0.727
19,0.521
20,0.555
21,0.486
22,0.382
23,0.347
