0,1.734
1,1.317
2,1.109
3,0.934
4,0.731
5,0.763
6,1.039
7,1.629
8,2.706
9,3.193
10,3.816
11,3.988
12,3.988
13,3.92
14,3.815
15,3.746
16,3.711
17,3.676
18,3.606
19,3.539
20,3.641
21,3.263
22,2.569
23,1.908
